,u,v,edge_type,count
714,Worry_5,Worry_10,unknown,7
715,Worry_5,MistrustB_1,u->v,1
716,Worry_5,MistrustB_1,v->u,2
717,Worry_5,MistrustB_1,undirected,0
718,Worry_5,MistrustB_1,none,213
719,Worry_5,MistrustB_1,unknown,7
720,Worry_5,MistrustB_2,u->v,3
721,Worry_5,MistrustB_2,v->u,3
722,Worry_5,MistrustB_2,undirected,0
723,Worry_5,MistrustB_2,none,210
724,Worry_5,MistrustB_2,unknown,7
725,Worry_5,MistrustB_3,u->v,8
726,Worry_5,MistrustB_3,v->u,4
727,Worry_5,MistrustB_3,undirected,0
728,Worry_5,MistrustB_3,none,204
729,Worry_5,MistrustB_3,unknown,7
730,Worry_5,MistrustB_4,u->v,1
731,Worry_5,MistrustB_4,v->u,1
732,Worry_5,MistrustB_4,undirected,0
733,Worry_5,MistrustB_4,none,214
734,Worry_5,MistrustB_4,unknown,7
735,Worry_5,MistrustB_5,u->v,10
736,Worry_5,MistrustB_5,v->u,3
737,Worry_5,MistrustB_5,undirected,0
738,Worry_5,MistrustB_5,none,203
739,Worry_5,MistrustB_5,unknown,7
740,Worry_5,MistrustB_6,u->v,3
741,Worry_5,MistrustB_6,v->u,1
742,Worry_5,MistrustB_6,undirected,0
743,Worry_5,MistrustB_6,none,212
744,Worry_5,MistrustB_6,unknown,7
745,Worry_5,MistrustB_7,u->v,4
746,Worry_5,MistrustB_7,v->u,4
747,Worry_5,MistrustB_7,undirected,0
748,Worry_5,MistrustB_7,none,208
749,Worry_5,MistrustB_7,unknown,7
750,Worry_5,MistrustB_8,u->v,1
751,Worry_5,MistrustB_8,v->u,3
752,Worry_5,MistrustB_8,undirected,0
753,Worry_5,MistrustB_8,none,212
754,Worry_5,MistrustB_8,unknown,7
755,Worry_5,MistrustB_9,u->v,3
756,Worry_5,MistrustB_9,v->u,3
757,Worry_5,MistrustB_9,undirected,0
758,Worry_5,MistrustB_9,none,210
759,Worry_5,MistrustB_9,unknown,7
760,Worry_5,MistrustB_10,u->v,4
761,Worry_5,MistrustB_10,v->u,5
762,Worry_5,MistrustB_10,undirected,0
763,Worry_5,MistrustB_10,none,207
764,Worry_5,MistrustB_10,unknown,7
765,Worry_5,Sleep_1,u->v,0
766,Worry_5,Sleep_1,v->u,3
767,Worry_5,Sleep_1,undirected,0
768,Worry_5,Sleep_1,none,213
769,Worry_5,Sleep_1,unknown,7
770,Worry_5,Sleep_2,u->v,0
771,Worry_5,Sleep_2,v->u,4
772,Worry_5,Sleep_2,undirected,0
773,Worry_5,Sleep_2,none,212
774,Worry_5,Sleep_2,unknown,7
775,Worry_5,Sleep_3,u->v,6
776,Worry_5,Sleep_3,v->u,4
777,Worry_5,Sleep_3,undirected,0
778,Worry_5,Sleep_3,none,206
779,Worry_5,Sleep_3,unknown,7
780,Worry_5,Sleep_4,u->v,12
781,Worry_5,Sleep_4,v->u,4
782,Worry_5,Sleep_4,undirected,0
783,Worry_5,Sleep_4,none,200
784,Worry_5,Sleep_4,unknown,7
785,Worry_5,Sleep_5,u->v,3
786,Worry_5,Sleep_5,v->u,4
787,Worry_5,Sleep_5,undirected,0
788,Worry_5,Sleep_5,none,209
789,Worry_5,Sleep_5,unknown,7
790,Worry_5,Sleep_6,u->v,2
791,Worry_5,Sleep_6,v->u,6
792,Worry_5,Sleep_6,undirected,0
793,Worry_5,Sleep_6,none,208
794,Worry_5,Sleep_6,unknown,7
795,Worry_5,Sleep_7,u->v,1
796,Worry_5,Sleep_7,v->u,3
797,Worry_5,Sleep_7,undirected,0
798,Worry_5,Sleep_7,none,212
799,Worry_5,Sleep_7,unknown,7
800,Worry_5,L1,u->v,13
801,Worry_5,L1,v->u,6
802,Worry_5,L1,undirected,0
803,Worry_5,L1,none,204
804,Worry_5,L1,unknown,0
805,Worry_5,L2,u->v,72
806,Worry_5,L2,v->u,20
807,Worry_5,L2,undirected,0
808,Worry_5,L2,none,131
809,Worry_5,L2,unknown,0
810,Worry_5,L3,u->v,121
811,Worry_5,L3,v->u,41
812,Worry_5,L3,undirected,0
813,Worry_5,L3,none,61
814,Worry_5,L3,unknown,0
815,Worry_5,L4,u->v,6
816,Worry_5,L4,v->u,8
817,Worry_5,L4,undirected,0
818,Worry_5,L4,none,209
819,Worry_5,L4,unknown,0
820,Worry_5,L5,u->v,40
821,Worry_5,L5,v->u,25
822,Worry_5,L5,undirected,0
823,Worry_5,L5,none,158
824,Worry_5,L5,unknown,0
825,Worry_5,L6,u->v,13
826,Worry_5,L6,v->u,3
827,Worry_5,L6,undirected,0
828,Worry_5,L6,none,207
829,Worry_5,L6,unknown,0
830,Worry_5,L7,u->v,98
831,Worry_5,L7,v->u,21
832,Worry_5,L7,undirected,0
833,Worry_5,L7,none,104
834,Worry_5,L7,unknown,0
835,Worry_5,L8,u->v,10
836,Worry_5,L8,v->u,5
837,Worry_5,L8,undirected,0
838,Worry_5,L8,none,208
839,Worry_5,L8,unknown,0
840,Worry_5,L9,u->v,2
841,Worry_5,L9,v->u,1
842,Worry_5,L9,undirected,0
843,Worry_5,L9,none,220
844,Worry_5,L9,unknown,0
845,Worry_5,L10,u->v,49
846,Worry_5,L10,v->u,12
847,Worry_5,L10,undirected,0
848,Worry_5,L10,none,162
849,Worry_5,L10,unknown,0
850,Worry_6,Worry_7,u->v,71
851,Worry_6,Worry_7,v->u,30
852,Worry_6,Worry_7,undirected,0
853,Worry_6,Worry_7,none,115
854,Worry_6,Worry_7,unknown,7
855,Worry_6,Worry_8,u->v,22
856,Worry_6,Worry_8,v->u,13
857,Worry_6,Worry_8,undirected,1
858,Worry_6,Worry_8,none,180
859,Worry_6,Worry_8,unknown,7
860,Worry_6,Worry_9,u->v,26
861,Worry_6,Worry_9,v->u,9
862,Worry_6,Worry_9,undirected,0
863,Worry_6,Worry_9,none,181
864,Worry_6,Worry_9,unknown,7
865,Worry_6,Worry_10,u->v,76
866,Worry_6,Worry_10,v->u,28
867,Worry_6,Worry_10,undirected,0
868,Worry_6,Worry_10,none,112
869,Worry_6,Worry_10,unknown,7
870,Worry_6,MistrustB_1,u->v,13
871,Worry_6,MistrustB_1,v->u,21
872,Worry_6,MistrustB_1,undirected,1
873,Worry_6,MistrustB_1,none,181
874,Worry_6,MistrustB_1,unknown,7
875,Worry_6,MistrustB_2,u->v,13
876,Worry_6,MistrustB_2,v->u,26
877,Worry_6,MistrustB_2,undirected,0
878,Worry_6,MistrustB_2,none,177
879,Worry_6,MistrustB_2,unknown,7
880,Worry_6,MistrustB_3,u->v,17
881,Worry_6,MistrustB_3,v->u,28
882,Worry_6,MistrustB_3,undirected,0
883,Worry_6,MistrustB_3,none,171
884,Worry_6,MistrustB_3,unknown,7
885,Worry_6,MistrustB_4,u->v,14
886,Worry_6,MistrustB_4,v->u,20
887,Worry_6,MistrustB_4,undirected,0
888,Worry_6,MistrustB_4,none,182
889,Worry_6,MistrustB_4,unknown,7
890,Worry_6,MistrustB_5,u->v,23
891,Worry_6,MistrustB_5,v->u,24
892,Worry_6,MistrustB_5,undirected,0
893,Worry_6,MistrustB_5,none,169
894,Worry_6,MistrustB_5,unknown,7
895,Worry_6,MistrustB_6,u->v,14
896,Worry_6,MistrustB_6,v->u,18
897,Worry_6,MistrustB_6,undirected,0
898,Worry_6,MistrustB_6,none,184
899,Worry_6,MistrustB_6,unknown,7
900,Worry_6,MistrustB_7,u->v,10
901,Worry_6,MistrustB_7,v->u,25
902,Worry_6,MistrustB_7,undirected,0
903,Worry_6,MistrustB_7,none,181
904,Worry_6,MistrustB_7,unknown,7
905,Worry_6,MistrustB_8,u->v,12
906,Worry_6,MistrustB_8,v->u,24
907,Worry_6,MistrustB_8,undirected,0
908,Worry_6,MistrustB_8,none,180
909,Worry_6,MistrustB_8,unknown,7
910,Worry_6,MistrustB_9,u->v,18
911,Worry_6,MistrustB_9,v->u,20
912,Worry_6,MistrustB_9,undirected,0
913,Worry_6,MistrustB_9,none,178
914,Worry_6,MistrustB_9,unknown,7
915,Worry_6,MistrustB_10,u->v,16
916,Worry_6,MistrustB_10,v->u,23
917,Worry_6,MistrustB_10,undirected,0
918,Worry_6,MistrustB_10,none,177
919,Worry_6,MistrustB_10,unknown,7
920,Worry_6,Sleep_1,u->v,16
921,Worry_6,Sleep_1,v->u,22
922,Worry_6,Sleep_1,undirected,0
923,Worry_6,Sleep_1,none,178
924,Worry_6,Sleep_1,unknown,7
925,Worry_6,Sleep_2,u->v,11
926,Worry_6,Sleep_2,v->u,27
927,Worry_6,Sleep_2,undirected,1
928,Worry_6,Sleep_2,none,177
929,Worry_6,Sleep_2,unknown,7
930,Worry_6,Sleep_3,u->v,14
931,Worry_6,Sleep_3,v->u,29
932,Worry_6,Sleep_3,undirected,0
933,Worry_6,Sleep_3,none,173
934,Worry_6,Sleep_3,unknown,7
935,Worry_6,Sleep_4,u->v,27
936,Worry_6,Sleep_4,v->u,20
937,Worry_6,Sleep_4,undirected,0
938,Worry_6,Sleep_4,none,169
939,Worry_6,Sleep_4,unknown,7
940,Worry_6,Sleep_5,u->v,7
941,Worry_6,Sleep_5,v->u,32
942,Worry_6,Sleep_5,undirected,0
943,Worry_6,Sleep_5,none,177
944,Worry_6,Sleep_5,unknown,7
945,Worry_6,Sleep_6,u->v,7
946,Worry_6,Sleep_6,v->u,32
947,Worry_6,Sleep_6,undirected,0
948,Worry_6,Sleep_6,none,177
949,Worry_6,Sleep_6,unknown,7
950,Worry_6,Sleep_7,u->v,16
951,Worry_6,Sleep_7,v->u,22
952,Worry_6,Sleep_7,undirected,0
953,Worry_6,Sleep_7,none,178
954,Worry_6,Sleep_7,unknown,7
955,Worry_6,L1,u->v,14
956,Worry_6,L1,v->u,12
957,Worry_6,L1,undirected,0
958,Worry_6,L1,none,197
959,Worry_6,L1,unknown,0
960,Worry_6,L2,u->v,68
961,Worry_6,L2,v->u,10
962,Worry_6,L2,undirected,1
963,Worry_6,L2,none,144
964,Worry_6,L2,unknown,0
965,Worry_6,L3,u->v,120
966,Worry_6,L3,v->u,23
967,Worry_6,L3,undirected,1
968,Worry_6,L3,none,79
969,Worry_6,L3,unknown,0
970,Worry_6,L4,u->v,4
971,Worry_6,L4,v->u,3
972,Worry_6,L4,undirected,0
973,Worry_6,L4,none,216
974,Worry_6,L4,unknown,0
975,Worry_6,L5,u->v,35
976,Worry_6,L5,v->u,10
977,Worry_6,L5,undirected,1
978,Worry_6,L5,none,177
979,Worry_6,L5,unknown,0
980,Worry_6,L6,u->v,10
981,Worry_6,L6,v->u,2
982,Worry_6,L6,undirected,0
983,Worry_6,L6,none,211
984,Worry_6,L6,unknown,0
985,Worry_6,L7,u->v,94
986,Worry_6,L7,v->u,9
987,Worry_6,L7,undirected,1
988,Worry_6,L7,none,119
989,Worry_6,L7,unknown,0
990,Worry_6,L8,u->v,6
991,Worry_6,L8,v->u,1
992,Worry_6,L8,undirected,0
993,Worry_6,L8,none,216
994,Worry_6,L8,unknown,0
995,Worry_6,L9,u->v,4
996,Worry_6,L9,v->u,3
997,Worry_6,L9,undirected,0
998,Worry_6,L9,none,216
999,Worry_6,L9,unknown,0
1000,Worry_6,L10,u->v,41
1001,Worry_6,L10,v->u,11
1002,Worry_6,L10,undirected,1
1003,Worry_6,L10,none,170
1004,Worry_6,L10,unknown,0
1005,Worry_7,Worry_8,u->v,110
1006,Worry_7,Worry_8,v->u,6
1007,Worry_7,Worry_8,undirected,0
1008,Worry_7,Worry_8,none,100
1009,Worry_7,Worry_8,unknown,7
1010,Worry_7,Worry_9,u->v,111
1011,Worry_7,Worry_9,v->u,7
1012,Worry_7,Worry_9,undirected,0
1013,Worry_7,Worry_9,none,98
1014,Worry_7,Worry_9,unknown,7
1015,Worry_7,Worry_10,u->v,24
1016,Worry_7,Worry_10,v->u,10
1017,Worry_7,Worry_10,undirected,0
1018,Worry_7,Worry_10,none,182
1019,Worry_7,Worry_10,unknown,7
1020,Worry_7,MistrustB_1,u->v,16
1021,Worry_7,MistrustB_1,v->u,45
1022,Worry_7,MistrustB_1,undirected,1
1023,Worry_7,MistrustB_1,none,154
1024,Worry_7,MistrustB_1,unknown,7
1025,Worry_7,MistrustB_2,u->v,16
1026,Worry_7,MistrustB_2,v->u,52
1027,Worry_7,MistrustB_2,undirected,0
1028,Worry_7,MistrustB_2,none,148
1029,Worry_7,MistrustB_2,unknown,7
1030,Worry_7,MistrustB_3,u->v,17
1031,Worry_7,MistrustB_3,v->u,48
1032,Worry_7,MistrustB_3,undirected,1
1033,Worry_7,MistrustB_3,none,150
1034,Worry_7,MistrustB_3,unknown,7
1035,Worry_7,MistrustB_4,u->v,14
1036,Worry_7,MistrustB_4,v->u,35
1037,Worry_7,MistrustB_4,undirected,0
1038,Worry_7,MistrustB_4,none,167
1039,Worry_7,MistrustB_4,unknown,7
1040,Worry_7,MistrustB_5,u->v,22
1041,Worry_7,MistrustB_5,v->u,37
1042,Worry_7,MistrustB_5,undirected,1
1043,Worry_7,MistrustB_5,none,156
1044,Worry_7,MistrustB_5,unknown,7
1045,Worry_7,MistrustB_6,u->v,18
1046,Worry_7,MistrustB_6,v->u,40
1047,Worry_7,MistrustB_6,undirected,0
1048,Worry_7,MistrustB_6,none,158
1049,Worry_7,MistrustB_6,unknown,7
1050,Worry_7,MistrustB_7,u->v,13
1051,Worry_7,MistrustB_7,v->u,42
1052,Worry_7,MistrustB_7,undirected,0
1053,Worry_7,MistrustB_7,none,161
1054,Worry_7,MistrustB_7,unknown,7
1055,Worry_7,MistrustB_8,u->v,15
1056,Worry_7,MistrustB_8,v->u,37
1057,Worry_7,MistrustB_8,undirected,0
1058,Worry_7,MistrustB_8,none,164
1059,Worry_7,MistrustB_8,unknown,7
1060,Worry_7,MistrustB_9,u->v,15
1061,Worry_7,MistrustB_9,v->u,34
1062,Worry_7,MistrustB_9,undirected,0
1063,Worry_7,MistrustB_9,none,167
1064,Worry_7,MistrustB_9,unknown,7
1065,Worry_7,MistrustB_10,u->v,17
1066,Worry_7,MistrustB_10,v->u,39
1067,Worry_7,MistrustB_10,undirected,0
1068,Worry_7,MistrustB_10,none,160
1069,Worry_7,MistrustB_10,unknown,7
1070,Worry_7,Sleep_1,u->v,6
1071,Worry_7,Sleep_1,v->u,55
1072,Worry_7,Sleep_1,undirected,0
1073,Worry_7,Sleep_1,none,155
1074,Worry_7,Sleep_1,unknown,7
1075,Worry_7,Sleep_2,u->v,7
1076,Worry_7,Sleep_2,v->u,54
1077,Worry_7,Sleep_2,undirected,0
1078,Worry_7,Sleep_2,none,155
1079,Worry_7,Sleep_2,unknown,7
1080,Worry_7,Sleep_3,u->v,11
1081,Worry_7,Sleep_3,v->u,55
1082,Worry_7,Sleep_3,undirected,0
1083,Worry_7,Sleep_3,none,150
1084,Worry_7,Sleep_3,unknown,7
1085,Worry_7,Sleep_4,u->v,10
1086,Worry_7,Sleep_4,v->u,50
1087,Worry_7,Sleep_4,undirected,1
1088,Worry_7,Sleep_4,none,155
1089,Worry_7,Sleep_4,unknown,7
1090,Worry_7,Sleep_5,u->v,8
1091,Worry_7,Sleep_5,v->u,65
1092,Worry_7,Sleep_5,undirected,0
1093,Worry_7,Sleep_5,none,143
1094,Worry_7,Sleep_5,unknown,7
1095,Worry_7,Sleep_6,u->v,10
1096,Worry_7,Sleep_6,v->u,63
1097,Worry_7,Sleep_6,undirected,0
1098,Worry_7,Sleep_6,none,143
1099,Worry_7,Sleep_6,unknown,7
1100,Worry_7,Sleep_7,u->v,6
1101,Worry_7,Sleep_7,v->u,61
1102,Worry_7,Sleep_7,undirected,0
1103,Worry_7,Sleep_7,none,149
1104,Worry_7,Sleep_7,unknown,7
1105,Worry_7,L1,u->v,5
1106,Worry_7,L1,v->u,17
1107,Worry_7,L1,undirected,0
1108,Worry_7,L1,none,201
1109,Worry_7,L1,unknown,0
1110,Worry_7,L2,u->v,27
1111,Worry_7,L2,v->u,22
1112,Worry_7,L2,undirected,0
1113,Worry_7,L2,none,174
1114,Worry_7,L2,unknown,0
1115,Worry_7,L3,u->v,48
1116,Worry_7,L3,v->u,49
1117,Worry_7,L3,undirected,0
1118,Worry_7,L3,none,126
1119,Worry_7,L3,unknown,0
1120,Worry_7,L4,u->v,1
1121,Worry_7,L4,v->u,2
1122,Worry_7,L4,undirected,0
1123,Worry_7,L4,none,220
1124,Worry_7,L4,unknown,0
1125,Worry_7,L5,u->v,7
1126,Worry_7,L5,v->u,18
1127,Worry_7,L5,undirected,0
1128,Worry_7,L5,none,198
1129,Worry_7,L5,unknown,0
1130,Worry_7,L6,u->v,4
1131,Worry_7,L6,v->u,7
1132,Worry_7,L6,undirected,0
1133,Worry_7,L6,none,212
1134,Worry_7,L6,unknown,0
1135,Worry_7,L7,u->v,41
1136,Worry_7,L7,v->u,36
1137,Worry_7,L7,undirected,0
1138,Worry_7,L7,none,146
1139,Worry_7,L7,unknown,0
1140,Worry_7,L8,u->v,5
1141,Worry_7,L8,v->u,1
1142,Worry_7,L8,undirected,0
1143,Worry_7,L8,none,217
1144,Worry_7,L8,unknown,0
1145,Worry_7,L9,u->v,1
1146,Worry_7,L9,v->u,4
1147,Worry_7,L9,undirected,0
1148,Worry_7,L9,none,218
1149,Worry_7,L9,unknown,0
1150,Worry_7,L10,u->v,19
1151,Worry_7,L10,v->u,17
1152,Worry_7,L10,undirected,0
1153,Worry_7,L10,none,187
1154,Worry_7,L10,unknown,0
1155,Worry_8,Worry_9,u->v,8
1156,Worry_8,Worry_9,v->u,7
1157,Worry_8,Worry_9,undirected,0
1158,Worry_8,Worry_9,none,201
1159,Worry_8,Worry_9,unknown,7
1160,Worry_8,Worry_10,u->v,5
1161,Worry_8,Worry_10,v->u,117
1162,Worry_8,Worry_10,undirected,1
1163,Worry_8,Worry_10,none,93
1164,Worry_8,Worry_10,unknown,7
1165,Worry_8,MistrustB_1,u->v,13
1166,Worry_8,MistrustB_1,v->u,1
1167,Worry_8,MistrustB_1,undirected,1
1168,Worry_8,MistrustB_1,none,201
1169,Worry_8,MistrustB_1,unknown,7
1170,Worry_8,MistrustB_2,u->v,7
1171,Worry_8,MistrustB_2,v->u,3
1172,Worry_8,MistrustB_2,undirected,1
1173,Worry_8,MistrustB_2,none,205
1174,Worry_8,MistrustB_2,unknown,7
1175,Worry_8,MistrustB_3,u->v,8
1176,Worry_8,MistrustB_3,v->u,3
1177,Worry_8,MistrustB_3,undirected,1
1178,Worry_8,MistrustB_3,none,204
1179,Worry_8,MistrustB_3,unknown,7
1180,Worry_8,MistrustB_4,u->v,8
1181,Worry_8,MistrustB_4,v->u,1
1182,Worry_8,MistrustB_4,undirected,2
1183,Worry_8,MistrustB_4,none,205
1184,Worry_8,MistrustB_4,unknown,7
1185,Worry_8,MistrustB_5,u->v,8
1186,Worry_8,MistrustB_5,v->u,3
1187,Worry_8,MistrustB_5,undirected,1
1188,Worry_8,MistrustB_5,none,204
1189,Worry_8,MistrustB_5,unknown,7
1190,Worry_8,MistrustB_6,u->v,8
1191,Worry_8,MistrustB_6,v->u,1
1192,Worry_8,MistrustB_6,undirected,1
1193,Worry_8,MistrustB_6,none,206
1194,Worry_8,MistrustB_6,unknown,7
1195,Worry_8,MistrustB_7,u->v,5
1196,Worry_8,MistrustB_7,v->u,4
1197,Worry_8,MistrustB_7,undirected,2
1198,Worry_8,MistrustB_7,none,205
1199,Worry_8,MistrustB_7,unknown,7
1200,Worry_8,MistrustB_8,u->v,7
1201,Worry_8,MistrustB_8,v->u,6
1202,Worry_8,MistrustB_8,undirected,1
1203,Worry_8,MistrustB_8,none,202
1204,Worry_8,MistrustB_8,unknown,7
1205,Worry_8,MistrustB_9,u->v,4
1206,Worry_8,MistrustB_9,v->u,5
1207,Worry_8,MistrustB_9,undirected,1
1208,Worry_8,MistrustB_9,none,206
1209,Worry_8,MistrustB_9,unknown,7
1210,Worry_8,MistrustB_10,u->v,10
1211,Worry_8,MistrustB_10,v->u,3
1212,Worry_8,MistrustB_10,undirected,1
1213,Worry_8,MistrustB_10,none,202
1214,Worry_8,MistrustB_10,unknown,7
1215,Worry_8,Sleep_1,u->v,5
1216,Worry_8,Sleep_1,v->u,7
1217,Worry_8,Sleep_1,undirected,0
1218,Worry_8,Sleep_1,none,204
1219,Worry_8,Sleep_1,unknown,7
1220,Worry_8,Sleep_2,u->v,2
1221,Worry_8,Sleep_2,v->u,7
1222,Worry_8,Sleep_2,undirected,0
1223,Worry_8,Sleep_2,none,207
1224,Worry_8,Sleep_2,unknown,7
1225,Worry_8,Sleep_3,u->v,1
1226,Worry_8,Sleep_3,v->u,7
1227,Worry_8,Sleep_3,undirected,0
1228,Worry_8,Sleep_3,none,208
1229,Worry_8,Sleep_3,unknown,7
1230,Worry_8,Sleep_4,u->v,9
1231,Worry_8,Sleep_4,v->u,9
1232,Worry_8,Sleep_4,undirected,1
1233,Worry_8,Sleep_4,none,197
1234,Worry_8,Sleep_4,unknown,7
1235,Worry_8,Sleep_5,u->v,7
1236,Worry_8,Sleep_5,v->u,5
1237,Worry_8,Sleep_5,undirected,0
1238,Worry_8,Sleep_5,none,204
1239,Worry_8,Sleep_5,unknown,7
1240,Worry_8,Sleep_6,u->v,7
1241,Worry_8,Sleep_6,v->u,5
1242,Worry_8,Sleep_6,undirected,0
1243,Worry_8,Sleep_6,none,204
1244,Worry_8,Sleep_6,unknown,7
1245,Worry_8,Sleep_7,u->v,4
1246,Worry_8,Sleep_7,v->u,8
1247,Worry_8,Sleep_7,undirected,0
1248,Worry_8,Sleep_7,none,204
1249,Worry_8,Sleep_7,unknown,7
1250,Worry_8,L1,u->v,0
1251,Worry_8,L1,v->u,6
1252,Worry_8,L1,undirected,0
1253,Worry_8,L1,none,217
1254,Worry_8,L1,unknown,0
1255,Worry_8,L2,u->v,15
1256,Worry_8,L2,v->u,24
1257,Worry_8,L2,undirected,0
1258,Worry_8,L2,none,184
1259,Worry_8,L2,unknown,0
1260,Worry_8,L3,u->v,24
1261,Worry_8,L3,v->u,71
1262,Worry_8,L3,undirected,0
1263,Worry_8,L3,none,128
1264,Worry_8,L3,unknown,0
1265,Worry_8,L4,u->v,1
1266,Worry_8,L4,v->u,4
1267,Worry_8,L4,undirected,0
1268,Worry_8,L4,none,218
1269,Worry_8,L4,unknown,0
1270,Worry_8,L5,u->v,6
1271,Worry_8,L5,v->u,90
1272,Worry_8,L5,undirected,0
1273,Worry_8,L5,none,127
1274,Worry_8,L5,unknown,0
1275,Worry_8,L6,u->v,0
1276,Worry_8,L6,v->u,5
1277,Worry_8,L6,undirected,0
1278,Worry_8,L6,none,218
1279,Worry_8,L6,unknown,0
1280,Worry_8,L7,u->v,22
1281,Worry_8,L7,v->u,39
1282,Worry_8,L7,undirected,0
1283,Worry_8,L7,none,162
1284,Worry_8,L7,unknown,0
1285,Worry_8,L8,u->v,0
1286,Worry_8,L8,v->u,2
1287,Worry_8,L8,undirected,0
1288,Worry_8,L8,none,221
1289,Worry_8,L8,unknown,0
1290,Worry_8,L9,u->v,0
1291,Worry_8,L9,v->u,1
1292,Worry_8,L9,undirected,0
1293,Worry_8,L9,none,222
1294,Worry_8,L9,unknown,0
1295,Worry_8,L10,u->v,7
1296,Worry_8,L10,v->u,14
1297,Worry_8,L10,undirected,0
1298,Worry_8,L10,none,202
1299,Worry_8,L10,unknown,0
1300,Worry_9,Worry_10,u->v,8
1301,Worry_9,Worry_10,v->u,114
1302,Worry_9,Worry_10,undirected,0
1303,Worry_9,Worry_10,none,94
1304,Worry_9,Worry_10,unknown,7
1305,Worry_9,MistrustB_1,u->v,15
1306,Worry_9,MistrustB_1,v->u,0
1307,Worry_9,MistrustB_1,undirected,0
1308,Worry_9,MistrustB_1,none,201
1309,Worry_9,MistrustB_1,unknown,7
1310,Worry_9,MistrustB_2,u->v,9
1311,Worry_9,MistrustB_2,v->u,2
1312,Worry_9,MistrustB_2,undirected,0
1313,Worry_9,MistrustB_2,none,205
1314,Worry_9,MistrustB_2,unknown,7
1315,Worry_9,MistrustB_3,u->v,12
1316,Worry_9,MistrustB_3,v->u,1
1317,Worry_9,MistrustB_3,undirected,0
1318,Worry_9,MistrustB_3,none,203
1319,Worry_9,MistrustB_3,unknown,7
1320,Worry_9,MistrustB_4,u->v,10
1321,Worry_9,MistrustB_4,v->u,1
1322,Worry_9,MistrustB_4,undirected,1
1323,Worry_9,MistrustB_4,none,204
1324,Worry_9,MistrustB_4,unknown,7
1325,Worry_9,MistrustB_5,u->v,14
1326,Worry_9,MistrustB_5,v->u,1
1327,Worry_9,MistrustB_5,undirected,0
1328,Worry_9,MistrustB_5,none,201
1329,Worry_9,MistrustB_5,unknown,7
1330,Worry_9,MistrustB_6,u->v,10
1331,Worry_9,MistrustB_6,v->u,3
1332,Worry_9,MistrustB_6,undirected,0
1333,Worry_9,MistrustB_6,none,203
1334,Worry_9,MistrustB_6,unknown,7
1335,Worry_9,MistrustB_7,u->v,8
1336,Worry_9,MistrustB_7,v->u,1
1337,Worry_9,MistrustB_7,undirected,1
1338,Worry_9,MistrustB_7,none,206
1339,Worry_9,MistrustB_7,unknown,7
1340,Worry_9,MistrustB_8,u->v,10
1341,Worry_9,MistrustB_8,v->u,2
1342,Worry_9,MistrustB_8,undirected,1
1343,Worry_9,MistrustB_8,none,203
1344,Worry_9,MistrustB_8,unknown,7
1345,Worry_9,MistrustB_9,u->v,10
1346,Worry_9,MistrustB_9,v->u,5
1347,Worry_9,MistrustB_9,undirected,0
1348,Worry_9,MistrustB_9,none,201
1349,Worry_9,MistrustB_9,unknown,7
1350,Worry_9,MistrustB_10,u->v,12
1351,Worry_9,MistrustB_10,v->u,2
1352,Worry_9,MistrustB_10,undirected,0
1353,Worry_9,MistrustB_10,none,202
1354,Worry_9,MistrustB_10,unknown,7
1355,Worry_9,Sleep_1,u->v,6
1356,Worry_9,Sleep_1,v->u,2
1357,Worry_9,Sleep_1,undirected,0
1358,Worry_9,Sleep_1,none,208
1359,Worry_9,Sleep_1,unknown,7
1360,Worry_9,Sleep_2,u->v,6
1361,Worry_9,Sleep_2,v->u,2
1362,Worry_9,Sleep_2,undirected,0
1363,Worry_9,Sleep_2,none,208
1364,Worry_9,Sleep_2,unknown,7
1365,Worry_9,Sleep_3,u->v,2
1366,Worry_9,Sleep_3,v->u,5
1367,Worry_9,Sleep_3,undirected,0
1368,Worry_9,Sleep_3,none,209
1369,Worry_9,Sleep_3,unknown,7
1370,Worry_9,Sleep_4,u->v,5
1371,Worry_9,Sleep_4,v->u,7
1372,Worry_9,Sleep_4,undirected,0
1373,Worry_9,Sleep_4,none,204
1374,Worry_9,Sleep_4,unknown,7
1375,Worry_9,Sleep_5,u->v,5
1376,Worry_9,Sleep_5,v->u,3
1377,Worry_9,Sleep_5,undirected,0
1378,Worry_9,Sleep_5,none,208
1379,Worry_9,Sleep_5,unknown,7
1380,Worry_9,Sleep_6,u->v,3
1381,Worry_9,Sleep_6,v->u,4
1382,Worry_9,Sleep_6,undirected,0
1383,Worry_9,Sleep_6,none,209
1384,Worry_9,Sleep_6,unknown,7
1385,Worry_9,Sleep_7,u->v,5
1386,Worry_9,Sleep_7,v->u,2
1387,Worry_9,Sleep_7,undirected,0
1388,Worry_9,Sleep_7,none,209
1389,Worry_9,Sleep_7,unknown,7
1390,Worry_9,L1,u->v,0
1391,Worry_9,L1,v->u,5
1392,Worry_9,L1,undirected,0
1393,Worry_9,L1,none,218
1394,Worry_9,L1,unknown,0
1395,Worry_9,L2,u->v,10
1396,Worry_9,L2,v->u,27
1397,Worry_9,L2,undirected,0
1398,Worry_9,L2,none,186
1399,Worry_9,L2,unknown,0
1400,Worry_9,L3,u->v,18
1401,Worry_9,L3,v->u,75
1402,Worry_9,L3,undirected,0
1403,Worry_9,L3,none,130
1404,Worry_9,L3,unknown,0
